id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
25058,Strark,ios web,Referral,1/11/16,2/5/16,2/25/16,Honda,Odyssey,2007,NA
25059,Strark,android web,Paid,1/5/16,1/29/16,NA,,,NA,NA
25060,Strark,windows,Paid,1/14/16,NA,NA,,,NA,NA
25061,Berton,ios web,Referral,1/15/16,1/26/16,NA,,,NA,NA
25062,Berton,windows,Paid,1/16/16,NA,NA,,,NA,NA
25063,Strark,mac,Organic,1/11/16,1/14/16,NA,,,NA,NA
25064,Berton,ios web,Organic,1/14/16,NA,NA,,,NA,NA
25065,Strark,other,Referral,1/11/16,2/5/16,NA,,,NA,NA
25066,Strark,android web,Paid,1/3/16,NA,NA,,,NA,NA
25067,Berton,ios web,Organic,1/2/16,2/9/16,NA,,,NA,NA
25068,Berton,,Organic,1/20/16,1/20/16,NA,,,NA,NA
25069,Strark,ios web,Paid,1/22/16,2/3/16,NA,,,NA,NA
25070,Strark,android web,Organic,1/19/16,NA,NA,,,NA,NA
25071,Strark,ios web,Referral,1/26/16,2/7/16,NA,,,NA,NA
25072,Strark,other,Referral,1/12/16,1/19/16,NA,,,NA,NA
25073,Strark,android web,Referral,1/6/16,2/9/16,NA,,,NA,NA
25074,Strark,android web,Referral,1/1/16,NA,NA,,,NA,NA
25075,Berton,ios web,Referral,1/6/16,1/20/16,NA,,,NA,NA
25076,Berton,ios web,Referral,1/20/16,NA,NA,,,NA,NA
25077,Strark,,Organic,1/5/16,1/17/16,NA,,,NA,NA
25078,Strark,android web,Referral,1/27/16,NA,NA,,,NA,NA
25079,Strark,android web,Paid,1/1/16,NA,NA,,,NA,NA
25080,Berton,ios web,Referral,1/7/16,1/15/16,2/1/16,Chevrolet,Cruze,2013,NA
25081,Strark,,Referral,1/5/16,NA,NA,,,NA,NA
25082,Berton,android web,Referral,1/2/16,2/2/16,NA,,,NA,NA
25083,Strark,windows,Paid,1/21/16,1/21/16,NA,,,NA,NA
25084,Berton,ios web,Paid,1/26/16,2/8/16,NA,,,NA,NA
25085,Strark,,Referral,1/23/16,1/23/16,1/23/16,Subaru,WRX,2015,NA
25086,Strark,mac,Organic,1/16/16,1/16/16,NA,,,NA,NA
25087,Berton,ios web,Paid,1/25/16,NA,NA,,,NA,NA
25088,Strark,android web,Referral,1/5/16,1/6/16,1/7/16,Dodge,Charger,2010,NA
25089,Strark,android web,Referral,1/14/16,2/19/16,NA,,,NA,NA
25090,Strark,android web,Paid,1/4/16,1/8/16,NA,,,NA,NA
25091,Wrouver,ios web,Organic,1/22/16,2/1/16,NA,,,NA,NA
25092,Berton,windows,Organic,1/6/16,2/1/16,NA,,,NA,NA
25093,Strark,android web,Paid,1/19/16,NA,NA,,,NA,NA
25094,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
25095,Strark,ios web,Referral,1/27/16,1/28/16,2/10/16,Toyota,Prius C,2015,2/13/16
25096,Berton,windows,Organic,1/16/16,1/21/16,NA,,,NA,NA
25097,Strark,mac,Referral,1/22/16,2/12/16,2/16/16,Toyota,Camry,2011,NA
25098,Strark,ios web,Paid,1/29/16,2/19/16,NA,,,NA,NA
25099,Wrouver,ios web,Paid,1/19/16,1/24/16,NA,,,NA,NA
25100,Berton,ios web,Paid,1/26/16,2/2/16,2/16/16,Chevrolet,Equinox,2008,NA
25101,Berton,ios web,Paid,1/5/16,1/12/16,NA,,,NA,NA
25102,Strark,android web,Referral,1/8/16,1/19/16,1/26/16,Kia,Sorento,2012,2/3/16
25103,Strark,windows,Organic,1/1/16,1/2/16,1/27/16,Dodge,Charger,2008,1/30/16
25104,Strark,android web,Organic,1/10/16,1/23/16,NA,,,NA,NA
25105,Strark,ios web,Paid,1/18/16,NA,NA,,,NA,NA
25106,Wrouver,windows,Referral,1/9/16,1/20/16,1/23/16,Ford,Escape,2009,1/23/16
25107,Strark,,Organic,1/6/16,1/6/16,1/6/16,Toyota,Prius V,2004,1/8/16
25108,Strark,android web,Organic,1/5/16,NA,NA,,,NA,NA
25109,Strark,windows,Referral,1/7/16,1/9/16,NA,,,NA,NA
25110,Strark,,Organic,1/24/16,NA,NA,,,NA,NA
25111,Strark,mac,Paid,1/26/16,1/30/16,2/18/16,Honda,CR-V,2006,NA
25112,Strark,android web,Referral,1/8/16,1/8/16,1/8/16,Nissan,Rogue,2009,1/26/16
25113,Berton,mac,Referral,1/10/16,1/31/16,2/3/16,Toyota,Prius V,2011,NA
25114,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
25115,Berton,windows,Referral,1/5/16,2/9/16,2/14/16,Toyota,Prius,2015,NA
25116,Berton,android web,Referral,1/5/16,2/9/16,NA,,,NA,NA
25117,Strark,mac,Organic,1/13/16,1/13/16,NA,,,NA,NA
25118,Strark,android web,Organic,1/12/16,1/12/16,1/13/16,Ford,Edge,2015,1/14/16
25119,Berton,ios web,Referral,1/22/16,1/25/16,1/25/16,Lexus,ES,2008,1/27/16
25120,Berton,ios web,Referral,1/11/16,1/19/16,NA,,,NA,NA
25121,Berton,windows,Organic,1/4/16,NA,NA,,,NA,NA
25122,Strark,android web,Paid,1/29/16,1/29/16,NA,,,NA,NA
25123,Wrouver,windows,Organic,1/26/16,NA,NA,,,NA,NA
25124,Berton,android web,Referral,1/27/16,1/30/16,2/7/16,Ford,Fusion,2014,2/10/16
25125,Berton,android web,Organic,1/17/16,NA,NA,,,NA,NA
25126,Berton,android web,Paid,1/30/16,NA,NA,,,NA,NA
25127,Berton,android web,Referral,1/1/16,1/4/16,1/8/16,Toyota,Corolla,2016,1/9/16
25128,Strark,other,Paid,1/22/16,2/5/16,NA,,,NA,NA
25129,Strark,mac,Organic,1/21/16,1/31/16,NA,,,NA,NA
25130,Wrouver,ios web,Referral,1/28/16,1/31/16,NA,,,NA,NA
25131,Wrouver,android web,Referral,1/22/16,2/2/16,NA,,,NA,NA
25132,Berton,ios web,Paid,1/4/16,1/13/16,NA,,,NA,NA
25133,Berton,mac,Paid,1/26/16,2/1/16,2/1/16,Toyota,Camry,2014,NA
25134,Strark,,Organic,1/27/16,NA,NA,,,NA,NA
25135,Strark,android web,Referral,1/25/16,1/26/16,NA,,,NA,NA
25136,Wrouver,ios web,Organic,1/11/16,NA,NA,,,NA,NA
25137,Berton,android web,Paid,1/4/16,NA,NA,,,NA,NA
25138,Berton,other,Paid,1/12/16,1/15/16,NA,,,NA,NA
25139,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
25140,Berton,other,Paid,1/22/16,1/28/16,NA,,,NA,NA
25141,Strark,mac,Referral,1/3/16,1/7/16,NA,,,NA,NA
25142,Strark,android web,Organic,1/2/16,1/4/16,1/14/16,Honda,Civic,2015,NA
25143,Strark,ios web,Paid,1/20/16,NA,NA,,,NA,NA
25144,Strark,mac,Referral,1/28/16,1/30/16,1/31/16,Volkswagen,Passat,2015,2/7/16
25145,Berton,windows,Referral,1/5/16,2/8/16,2/22/16,Acura,TL,2006,NA
25146,Berton,android web,Paid,1/13/16,NA,NA,,,NA,NA
25147,Strark,ios web,Paid,1/15/16,2/9/16,NA,,,NA,NA
25148,Strark,android web,Paid,1/2/16,1/23/16,NA,,,NA,NA
25149,Berton,ios web,Organic,1/19/16,1/31/16,NA,,,NA,NA
25150,Strark,mac,Paid,1/6/16,1/6/16,1/24/16,Land Rover,Range Rover,2015,2/2/16
25151,Strark,mac,Paid,1/4/16,1/13/16,NA,,,NA,NA
25152,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
25153,Berton,mac,Paid,1/17/16,NA,NA,,,NA,NA
25154,Wrouver,ios web,Organic,1/20/16,NA,NA,,,NA,NA
25155,Strark,other,Organic,1/20/16,1/28/16,2/16/16,Honda,Civic,2016,NA
25156,Strark,,Organic,1/25/16,1/28/16,NA,,,NA,NA
25157,Strark,mac,Organic,1/25/16,1/27/16,1/28/16,Chrysler,200,2011,1/29/16
25158,Strark,windows,Organic,1/28/16,2/4/16,NA,,,NA,NA
25159,Wrouver,android web,Paid,1/27/16,2/14/16,NA,,,NA,NA
25160,Berton,android web,Referral,1/9/16,1/16/16,NA,,,NA,NA
25161,Berton,ios web,Organic,1/26/16,2/16/16,NA,,,NA,NA
25162,Strark,ios web,Organic,1/24/16,2/2/16,2/25/16,Volkswagen,Passat,2012,NA
25163,Strark,ios web,Paid,1/9/16,1/9/16,NA,,,NA,NA
25164,Berton,android web,Paid,1/29/16,2/2/16,NA,,,NA,NA
25165,Strark,windows,Organic,1/8/16,2/18/16,NA,,,NA,NA
25166,Berton,android web,Paid,1/2/16,2/10/16,NA,,,NA,NA
25167,Berton,ios web,Paid,1/11/16,1/17/16,NA,,,NA,NA
25168,Berton,ios web,Paid,1/7/16,1/10/16,NA,,,NA,1/15/16
25169,Wrouver,android web,Referral,1/24/16,2/7/16,2/13/16,Honda,Civic Hybrid,2008,NA
25170,Strark,ios web,Referral,1/21/16,1/21/16,NA,,,NA,NA
25171,Strark,windows,Referral,1/28/16,3/9/16,NA,,,NA,NA
25172,Wrouver,ios web,Paid,1/23/16,NA,NA,,,NA,NA
25173,Strark,other,Paid,1/19/16,1/31/16,NA,,,NA,NA
25174,Strark,ios web,Paid,1/26/16,1/26/16,2/3/16,Scion,iM,2016,2/6/16
25175,Strark,windows,Paid,1/13/16,1/16/16,1/23/16,GMC,Yukon,2003,1/28/16
25176,Strark,mac,Referral,1/2/16,1/4/16,1/6/16,Toyota,Prius V,2007,1/10/16
25177,Strark,other,Organic,1/8/16,1/10/16,1/10/16,Toyota,Corolla,2015,1/10/16
25178,Strark,ios web,Referral,1/13/16,1/29/16,NA,,,NA,NA
25179,Wrouver,ios web,Paid,1/29/16,1/31/16,2/2/16,Buick,Lucerne,2007,NA
25180,Strark,android web,Paid,1/13/16,2/21/16,NA,,,NA,NA
25181,Berton,android web,Referral,1/28/16,2/6/16,NA,,,NA,NA
25182,Strark,,Organic,1/29/16,NA,NA,,,NA,NA
25183,Strark,,Referral,1/23/16,NA,NA,,,NA,NA
25184,Wrouver,android web,Organic,1/20/16,2/22/16,2/25/16,Nissan,Sentra,2014,NA
25185,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
25186,Strark,ios web,Paid,1/29/16,NA,NA,,,NA,NA
25187,Wrouver,mac,Organic,1/9/16,1/11/16,NA,,,NA,NA
25188,Berton,android web,Referral,1/28/16,2/24/16,NA,,,NA,NA
25189,Berton,android web,Organic,1/11/16,NA,NA,,,NA,NA
25190,Strark,android web,Paid,1/30/16,1/30/16,2/21/16,Mazda,MAZDA6,2008,NA
25191,Berton,android web,Paid,1/8/16,2/7/16,NA,,,NA,NA
25192,Berton,android web,Referral,1/22/16,1/23/16,1/28/16,Audi,Q7,2008,2/18/16
25193,Strark,android web,Paid,1/30/16,NA,NA,,,NA,NA
25194,Strark,android web,Referral,1/6/16,1/9/16,1/11/16,Ford,Flex,2013,1/23/16
25195,Strark,ios web,Referral,1/6/16,1/16/16,NA,,,NA,NA
25196,Berton,mac,Organic,1/12/16,1/13/16,1/13/16,Subaru,Forester,2010,1/18/16
25197,Berton,windows,Organic,1/12/16,1/14/16,1/15/16,Honda,Accord,2005,NA
25198,Berton,windows,Paid,1/27/16,1/29/16,2/7/16,Kia,Soul,2013,NA
25199,Strark,,Organic,1/29/16,1/29/16,1/30/16,Lexus,RX,2008,2/3/16
25200,Strark,,Organic,1/29/16,1/30/16,NA,,,NA,NA
25201,Berton,windows,Paid,1/12/16,NA,NA,,,NA,NA
25202,Strark,ios web,Organic,1/17/16,1/17/16,1/17/16,Dodge,Charger,2014,NA
25203,Berton,android web,Paid,1/7/16,1/16/16,NA,,,NA,NA
25204,Berton,android web,Paid,1/4/16,1/7/16,NA,,,NA,NA
25205,Berton,android web,Referral,1/13/16,1/25/16,NA,,,NA,NA
25206,Wrouver,android web,Paid,1/14/16,NA,NA,,,NA,NA
25207,Strark,android web,Referral,1/21/16,1/30/16,2/25/16,Dodge,Grand Caravan,2009,NA
25208,Strark,mac,Paid,1/30/16,1/30/16,NA,,,NA,NA
25209,Berton,android web,Paid,1/15/16,2/5/16,2/7/16,Volkswagen,CC,2015,NA
25210,Strark,android web,Paid,1/24/16,1/30/16,NA,,,NA,NA
25211,Strark,ios web,Paid,1/14/16,1/15/16,NA,,,NA,NA
25212,Strark,ios web,Paid,1/27/16,2/20/16,2/26/16,Toyota,Highlander,2016,NA
25213,Wrouver,other,Referral,1/29/16,2/5/16,NA,,,NA,NA
25214,Berton,ios web,Referral,1/30/16,2/1/16,2/2/16,Toyota,Camry,2014,2/4/16
25215,Berton,ios web,Organic,1/25/16,2/12/16,NA,,,NA,NA
25216,Strark,mac,Referral,1/5/16,1/8/16,1/17/16,Kia,Forte,2010,1/19/16
25217,Strark,ios web,Referral,1/10/16,1/13/16,NA,,,NA,NA
25218,Berton,windows,Referral,1/25/16,1/28/16,1/28/16,Toyota,Prius,2015,2/6/16
25219,Strark,mac,Referral,1/21/16,2/1/16,NA,,,NA,NA
25220,Strark,android web,Organic,1/27/16,1/31/16,NA,,,NA,NA
25221,Strark,ios web,Paid,1/4/16,1/11/16,NA,,,NA,NA
25222,Berton,mac,Organic,1/4/16,1/4/16,NA,,,NA,NA
25223,Berton,android web,Referral,1/30/16,1/31/16,NA,,,NA,NA
25224,Strark,android web,Paid,1/30/16,NA,NA,,,NA,NA
25225,Strark,android web,Organic,1/10/16,NA,NA,,,NA,NA
25226,Strark,ios web,Referral,1/18/16,NA,NA,Honda,CR-V,2016,NA
25227,Berton,ios web,Paid,1/10/16,NA,NA,,,NA,NA
25228,Berton,ios web,Organic,1/26/16,2/1/16,NA,,,NA,NA
25229,Strark,android web,Organic,1/12/16,2/8/16,2/15/16,Toyota,Corolla,2016,NA
25230,Wrouver,android web,Paid,1/20/16,2/13/16,NA,,,NA,NA
25231,Berton,windows,Paid,1/5/16,1/20/16,NA,,,NA,NA
25232,Strark,ios web,Referral,1/21/16,2/7/16,NA,,,NA,NA
25233,Strark,android web,Paid,1/12/16,3/6/16,NA,,,NA,NA
25234,Strark,ios web,Paid,1/9/16,NA,NA,,,NA,NA
25235,Strark,android web,Paid,1/1/16,1/1/16,NA,,,NA,NA
25236,Strark,other,Organic,1/18/16,1/28/16,NA,,,NA,NA
25237,Wrouver,,Organic,1/27/16,NA,NA,,,NA,NA
25238,Berton,windows,Referral,1/7/16,1/17/16,1/17/16,Volkswagen,Jetta,2012,1/23/16
25239,Berton,windows,Organic,1/20/16,2/13/16,2/29/16,Chrysler,200,2016,NA
25240,Berton,mac,Paid,1/7/16,1/10/16,2/2/16,Nissan,Altima,2003,NA
25241,Strark,android web,Referral,1/6/16,1/7/16,2/29/16,Chevrolet,Silverado 1500,2010,NA
25242,Strark,android web,Referral,1/4/16,1/19/16,NA,,,NA,NA
25243,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
25244,Wrouver,other,Paid,1/30/16,2/1/16,NA,,,NA,NA
25245,Strark,,Referral,1/2/16,NA,NA,,,NA,NA
25246,Strark,ios web,Paid,1/28/16,1/30/16,NA,,,NA,NA
25247,Berton,other,Referral,1/3/16,1/3/16,1/3/16,Toyota,Highlander,2004,1/6/16
25248,Strark,windows,Referral,1/6/16,1/8/16,1/9/16,Honda,Accord,2016,1/23/16
25249,Berton,mac,Referral,1/9/16,1/9/16,NA,,,NA,NA
25250,Strark,windows,Organic,1/28/16,2/6/16,2/6/16,Nissan,Altima,2015,2/5/16
25251,Berton,ios web,Organic,1/1/16,1/16/16,1/16/16,Dodge,Durango,2001,NA
25252,Strark,ios web,Referral,1/14/16,NA,NA,,,NA,NA
25253,Berton,android web,Referral,1/1/16,1/28/16,NA,,,NA,NA
25254,Strark,ios web,Referral,1/8/16,1/9/16,1/9/16,Nissan,LEAF,2012,1/14/16
25255,Strark,windows,Referral,1/3/16,1/30/16,2/6/16,Toyota,Corolla,2004,NA
25256,Strark,android web,Referral,1/4/16,NA,NA,,,NA,NA
25257,Berton,mac,Referral,1/19/16,1/21/16,1/21/16,Toyota,Prius,2005,1/22/16
25258,Strark,mac,Referral,1/22/16,1/26/16,1/27/16,Scion,iM,2016,2/21/16
25259,Strark,ios web,Organic,1/16/16,2/26/16,NA,,,NA,NA
25260,Wrouver,android web,Referral,1/7/16,1/13/16,NA,,,NA,NA
25261,Strark,ios web,Referral,1/9/16,1/12/16,1/15/16,Honda,Accord,2015,1/27/16
25262,Berton,ios web,Organic,1/22/16,2/3/16,NA,,,NA,NA
25263,Strark,mac,Paid,1/8/16,1/25/16,2/3/16,Toyota,RAV4,2016,NA
25264,Berton,android web,Paid,1/1/16,NA,NA,,,NA,NA
25265,Wrouver,other,Referral,1/21/16,1/23/16,NA,,,NA,NA
25266,Strark,,Organic,1/30/16,NA,NA,,,NA,NA
25267,Strark,ios web,Referral,1/11/16,NA,NA,,,NA,NA
25268,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
25269,Strark,ios web,Organic,1/5/16,1/9/16,NA,,,NA,NA
25270,Wrouver,mac,Organic,1/12/16,NA,NA,,,NA,NA
25271,Berton,,Organic,1/13/16,1/13/16,NA,,,NA,NA
25272,Strark,windows,Organic,1/14/16,2/11/16,NA,,,NA,NA
25273,Strark,android web,Organic,1/13/16,1/18/16,1/23/16,Kia,Sorento,2011,2/3/16
25274,Berton,mac,Organic,1/23/16,1/25/16,NA,,,NA,NA
25275,Berton,ios web,Paid,1/4/16,NA,NA,,,NA,NA
25276,Strark,,Organic,1/5/16,NA,NA,,,NA,NA
25277,Strark,android web,Paid,1/21/16,2/11/16,NA,,,NA,NA
25278,Strark,windows,Referral,1/9/16,1/17/16,1/25/16,Honda,Civic,2015,NA
25279,Strark,mac,Referral,1/15/16,1/21/16,1/29/16,Toyota,Camry,2007,NA
25280,Strark,windows,Referral,1/5/16,1/5/16,1/23/16,Toyota,Camry,2013,NA
25281,Berton,android web,Referral,1/1/16,2/19/16,NA,,,NA,NA
25282,Strark,ios web,Paid,1/16/16,1/16/16,NA,,,NA,NA
25283,Strark,android web,Organic,1/27/16,1/27/16,1/28/16,Chevrolet,Equinox,2010,NA
25284,Berton,android web,Paid,1/6/16,1/28/16,2/24/16,Dodge,Caravan,2001,NA
25285,Strark,,Referral,1/1/16,1/1/16,1/1/16,Hyundai,Elantra,2015,1/7/16
25286,Strark,ios web,Paid,1/24/16,1/30/16,NA,,,NA,NA
25287,Berton,android web,Paid,1/1/16,2/17/16,NA,,,NA,NA
25288,Strark,ios web,Organic,1/23/16,NA,NA,,,NA,NA
25289,Strark,android web,Paid,1/20/16,2/9/16,NA,,,NA,NA
25290,Berton,ios web,Referral,1/12/16,1/15/16,1/15/16,Honda,Accord,2016,1/16/16
25291,Wrouver,ios web,Organic,1/4/16,1/15/16,NA,,,NA,NA
25292,Strark,android web,Paid,1/10/16,NA,NA,,,NA,NA
25293,Berton,android web,Referral,1/8/16,1/9/16,1/15/16,Hyundai,Accent,2013,NA
25294,Wrouver,,Organic,1/21/16,2/3/16,NA,,,NA,NA
25295,Berton,ios web,Paid,1/8/16,2/3/16,NA,,,NA,NA
25296,Strark,ios web,Paid,1/10/16,1/19/16,NA,,,NA,NA
25297,Wrouver,ios web,Referral,1/18/16,1/20/16,1/20/16,Mazda,CX-9,2012,1/22/16
25298,Strark,mac,Paid,1/19/16,1/20/16,NA,,,NA,NA
25299,Strark,ios web,Organic,1/25/16,2/13/16,2/13/16,Toyota,Prius C,2016,NA
25300,Strark,,Referral,1/7/16,1/16/16,NA,,,NA,NA
25301,Berton,,Referral,1/7/16,NA,NA,,,NA,NA
25302,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
25303,Berton,mac,Paid,1/7/16,1/30/16,NA,,,NA,NA
25304,Strark,mac,Organic,1/16/16,1/16/16,1/16/16,Toyota,Prius,2015,2/2/16
25305,Berton,windows,Organic,1/19/16,1/20/16,2/10/16,Toyota,4Runner,2007,NA
25306,Berton,windows,Paid,1/12/16,1/19/16,NA,,,NA,NA
25307,Strark,windows,Organic,1/10/16,2/22/16,2/25/16,Toyota,Prius,2012,NA
25308,Strark,ios web,Paid,1/8/16,1/16/16,NA,,,NA,NA
25309,Strark,android web,Paid,1/23/16,1/23/16,NA,,,NA,NA
25310,Berton,android web,Paid,1/12/16,1/19/16,NA,,,NA,NA
25311,Strark,android web,Organic,1/18/16,1/19/16,NA,,,NA,NA
25312,Strark,ios web,Referral,1/8/16,1/8/16,1/13/16,Toyota,Prius,2016,1/17/16
25313,Berton,other,Organic,1/22/16,2/1/16,2/9/16,Acura,ILX,2013,2/11/16
25314,Berton,ios web,Organic,1/8/16,NA,NA,,,NA,NA
25315,Strark,android web,Paid,1/18/16,1/19/16,NA,,,NA,NA
25316,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
25317,Berton,android web,Paid,1/12/16,NA,NA,,,NA,NA
25318,Strark,windows,Paid,1/1/16,1/31/16,NA,,,NA,NA
25319,Strark,windows,Paid,1/20/16,2/2/16,NA,,,NA,NA
25320,Berton,ios web,Organic,1/9/16,NA,NA,,,NA,NA
25321,Berton,ios web,Organic,1/28/16,2/5/16,2/15/16,Honda,Accord,2008,NA
25322,Strark,ios web,Referral,1/19/16,1/19/16,1/19/16,Ford,C-Max,2013,1/22/16
25323,Strark,windows,Organic,1/27/16,2/16/16,NA,,,NA,NA
25324,Wrouver,,Organic,1/20/16,1/23/16,NA,,,NA,NA
25325,Berton,other,Referral,1/13/16,1/23/16,1/31/16,Toyota,Prius V,2009,1/31/16
25326,Berton,android web,Referral,1/17/16,1/18/16,NA,,,NA,NA
25327,Strark,ios web,Organic,1/10/16,1/13/16,NA,,,NA,NA
25328,Strark,android web,Referral,1/18/16,1/19/16,1/19/16,Honda,Odyssey,2006,NA
25329,Berton,mac,Organic,1/9/16,2/2/16,NA,,,NA,NA
25330,Berton,android web,Referral,1/30/16,2/20/16,2/20/16,Honda,Civic,2013,2/20/16
25331,Strark,android web,Referral,1/2/16,NA,NA,,,NA,NA
25332,Wrouver,mac,Paid,1/11/16,NA,NA,,,NA,NA
25333,Strark,ios web,Paid,1/1/16,NA,NA,,,NA,NA
25334,Berton,ios web,Organic,1/4/16,1/22/16,NA,,,NA,NA
25335,Strark,ios web,Paid,1/30/16,NA,NA,,,NA,NA
25336,Strark,mac,Referral,1/11/16,1/17/16,1/19/16,Nissan,Versa,2013,1/24/16
25337,Berton,ios web,Referral,1/27/16,1/27/16,1/28/16,Volkswagen,Jetta,2016,1/30/16
25338,Berton,windows,Referral,1/13/16,1/31/16,2/25/16,Toyota,Prius V,2004,NA
25339,Strark,android web,Paid,1/7/16,NA,NA,,,NA,NA
25340,Berton,windows,Paid,1/25/16,2/21/16,2/28/16,Toyota,Camry,2015,NA
25341,Strark,android web,Paid,1/16/16,1/17/16,NA,,,NA,NA
25342,Strark,android web,Paid,1/29/16,2/1/16,NA,,,NA,NA
25343,Berton,ios web,Organic,1/7/16,2/3/16,2/12/16,Toyota,4Runner,2000,NA
25344,Strark,mac,Organic,1/12/16,1/31/16,2/4/16,Toyota,Yaris,2008,NA
25345,Berton,android web,Referral,1/15/16,1/16/16,NA,,,NA,NA
25346,Strark,android web,Paid,1/9/16,1/11/16,1/21/16,Honda,Civic,2015,1/23/16
25347,Wrouver,windows,Paid,1/21/16,1/21/16,NA,,,NA,NA
25348,Berton,android web,Organic,1/6/16,1/7/16,2/26/16,Mazda,MAZDA6,2016,NA
25349,Berton,android web,Referral,1/25/16,1/28/16,1/28/16,Dodge,Avenger,2013,2/3/16
25350,Berton,,Referral,1/9/16,1/12/16,NA,,,NA,NA
25351,Strark,android web,Paid,1/19/16,2/3/16,NA,,,NA,NA
25352,Strark,android web,Organic,1/12/16,1/30/16,NA,,,NA,NA
25353,Strark,android web,Referral,1/21/16,NA,NA,,,NA,NA
25354,Wrouver,android web,Paid,1/29/16,2/14/16,NA,,,NA,NA
25355,Berton,android web,Referral,1/12/16,1/23/16,2/12/16,Honda,Accord,2015,NA
25356,Strark,,Referral,1/3/16,1/5/16,1/8/16,Suzuki,Grand Vitara,2007,NA
25357,Strark,ios web,Organic,1/9/16,NA,NA,,,NA,NA
25358,Strark,other,Organic,1/10/16,2/2/16,2/25/16,Toyota,Camry,2007,NA
25359,Berton,android web,Organic,1/15/16,1/20/16,2/10/16,Nissan,Altima,2013,NA
25360,Berton,android web,Referral,1/16/16,1/17/16,1/24/16,Dodge,Magnum,2007,2/7/16
25361,Strark,android web,Organic,1/4/16,1/30/16,2/7/16,Honda,Civic,2015,NA
25362,Strark,other,Paid,1/20/16,1/30/16,NA,,,NA,NA
25363,Strark,ios web,Referral,1/26/16,2/4/16,NA,,,NA,NA
25364,Wrouver,android web,Paid,1/5/16,1/6/16,NA,,,NA,NA
25365,Strark,ios web,Referral,1/8/16,1/14/16,NA,,,NA,NA
25366,Strark,windows,Organic,1/29/16,2/10/16,NA,,,NA,NA
25367,Berton,android web,Paid,1/16/16,NA,NA,,,NA,NA
25368,Strark,android web,Referral,1/14/16,NA,NA,,,NA,NA
25369,Strark,ios web,Referral,1/28/16,1/28/16,2/12/16,Nissan,Altima,2014,2/20/16
25370,Strark,windows,Referral,1/4/16,1/15/16,NA,,,NA,NA
25371,Strark,mac,Referral,1/26/16,1/26/16,NA,,,NA,NA
25372,Strark,,Referral,1/25/16,NA,NA,,,NA,NA
25373,Strark,mac,Organic,1/16/16,1/30/16,NA,,,NA,NA
25374,Berton,android web,Paid,1/17/16,1/27/16,1/30/16,Hyundai,Santa Fe Sport,2001,NA
25375,Wrouver,,Organic,1/20/16,NA,NA,,,NA,NA
25376,Berton,ios web,Referral,1/5/16,1/11/16,1/17/16,Nissan,Sentra,2003,1/18/16
25377,Berton,,Referral,1/1/16,NA,NA,,,NA,NA
25378,Strark,android web,Paid,1/2/16,2/7/16,NA,,,NA,NA
25379,Strark,windows,Paid,1/27/16,NA,NA,,,NA,NA
25380,Berton,ios web,Organic,1/4/16,1/24/16,NA,,,NA,NA
25381,Strark,ios web,Paid,1/7/16,NA,NA,,,NA,NA
25382,Strark,other,Paid,1/29/16,NA,NA,,,NA,NA
25383,Berton,android web,Paid,1/2/16,2/18/16,NA,,,NA,NA
25384,Strark,other,Paid,1/16/16,1/16/16,1/17/16,Chevrolet,Malibu,2013,2/4/16
25385,Strark,,Referral,1/6/16,1/17/16,NA,,,NA,NA
25386,Strark,ios web,Paid,1/7/16,1/11/16,NA,,,NA,NA
25387,Wrouver,android web,Paid,1/14/16,1/20/16,1/25/16,Hyundai,Sonata,2016,2/10/16
25388,Berton,windows,Paid,1/12/16,1/16/16,1/22/16,Kia,Sorento,2013,NA
25389,Berton,android web,Referral,1/23/16,1/25/16,NA,,,NA,NA
25390,Berton,android web,Paid,1/1/16,1/30/16,NA,,,NA,NA
25391,Strark,other,Paid,1/18/16,2/3/16,NA,,,NA,NA
25392,Strark,android web,Paid,1/1/16,NA,NA,,,NA,NA
25393,Strark,ios web,Paid,1/20/16,1/24/16,1/25/16,Infiniti,G Sedan,2013,NA
25394,Berton,mac,Organic,1/7/16,1/8/16,NA,,,NA,NA
25395,Strark,ios web,Referral,1/10/16,1/25/16,NA,,,NA,NA
25396,Berton,android web,Paid,1/11/16,NA,NA,,,NA,NA
25397,Strark,android web,Paid,1/17/16,NA,NA,,,NA,NA
25398,Berton,ios web,Referral,1/24/16,2/17/16,2/1/16,Lexus,IS,2002,NA
25399,Strark,windows,Paid,1/19/16,1/22/16,NA,,,NA,NA
25400,Strark,android web,Referral,1/6/16,2/7/16,NA,,,NA,NA
25401,Strark,,Referral,1/5/16,2/7/16,2/25/16,Volkswagen,Passat,2006,NA
25402,Strark,ios web,Paid,1/26/16,NA,NA,,,NA,NA
